reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email,customer_group,customer_section,supplier_group,supplier_section,customer_group_name,customer_section_name,supplier_group_name,supplier_section_name
№ 2745314866426000087,108459769,Исполнение завершено,УПРАВЛЕНИЕ ДЕЛАМИ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА ЧЕЛЯБИНСКОЙ ОБЛАСТИ,58140.0,КУЛИКОВ ВИТАЛИЙ АЛЕКСАНДРОВИЧ,8913019462.0,,,891301946297,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 3026810042526000001,108255123,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ЦЕНТРАЛИЗОВАННАЯ БИБЛИОТЕЧНАЯ СИСТЕМА МУНИЦИПАЛЬНОГО РАЙОНА ГАФУРИЙСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН""",130790.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАУ"" (ООО ""ТАУ"")",261054466.0,26101001.0,,0261054466,,63,J,46,G,Информационные технологии,Информация и связь,Оптовая торговля,Торговля оптовая и розничная
№ 2202000141526000038,108310918,Исполнение завершено,МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ ЧЕЧЕНСКОЙ РЕСПУБЛИКИ,3420000.0,ЮНУСОВА ИМАН ИБРАГИМОВНА,2004046635.0,,,200404663513,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 3234700284026000072,108007250,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПРИМОРСКО-АХТАРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ КРАВЧЕНКО Н.Г."" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",88964.0,МУЗЕВИЧ ВЛАДИМИР ЕВГЕНЬЕВИЧ,6125008621.0,,,612500862199,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 2052500051526000050,108873604,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",43200.0,ГУСЕЙНОВ АБДУЛАЗИЗ МАГОМЕДОВИЧ,533001228.0,,,053300122825,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3391000232626000009,108828894,Исполнение завершено,АДМИНИСТРАЦИЯ ПИОНЕРСКОГО ГОРОДСКОГО ОКРУГА,28954.5,Малков Владислав Валерьевич,3904005684.0,,,390400568481,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 3542610155026000001,108105791,Исполнение завершено,АДМИНИСТРАЦИЯ НОВОЦЕЛИННОГО СЕЛЬСОВЕТА КОЧКОВСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ,337116.75,МАМЕДЗАДЕ АРАЗ НАБИ ОГЛЫ,5404097202.0,,,540409720261,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3263602362426000003,108594110,Исполнение завершено,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 164 ГОРОДА СТАВРОПОЛЯ,1431000.0,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 11 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СТАВРОПОЛЬСКОМУ КРАЮ"" (ФКУ ИК-11 УФСИН РОССИИ ПО СТАВРОПОЛЬСКОМУ КРАЮ)",2635001547.0,263501001.0,,2635001547,,85,P,84,O,Образование,Образование,Государственное управление,Государственное управление и безопасность
№ 2780407068126000025,107886956,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ АГЕНТСТВО КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""",2110000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ"" (ООО ""ГАРАНТ"")",7814781571.0,781401001.0,,7814781571,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2183114373025000174,104044841,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ ""КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""",43200.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬБАТРОС"" (ООО ""АЛЬБАТРОС"")",7724922443.0,772401001.0,,7724922443,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2261801070326000072,108448818,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""ПРЕДГОРНАЯ РАЙОННАЯ БОЛЬНИЦА""",785895.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО КОМПАНИЯ ""ТОРГОВЫЙ ДОМ АЛЛЕРГЕН"" (АОК ""ТОРГОВЫЙ ДОМ АЛЛЕРГЕН"")",5074039026.0,775101001.0,,5074039026,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2202000141526000037,108310934,Исполнение завершено,МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ ЧЕЧЕНСКОЙ РЕСПУБЛИКИ,4650000.0,МОВЛАЕВА РАЯНА СУЛТАНОВНА,2015033352.0,,,201503335233,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 3236400123726000031,108892257,Исполнение завершено,АДМИНИСТРАЦИЯ КРОПОТКИНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КАВКАЗСКОГО МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОДАРСКОГО КРАЯ,9383682.54,АЙВАЗЯН ОГАНЕС ЛЕВАОВИЧ,2332015245.0,,,233201524597,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2052500051526000056,108939377,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",29500.0,ГУСЕЙНОВ АБДУЛАЗИЗ МАГОМЕДОВИЧ,533001228.0,,,053300122825,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 2780444227325000116,103414449,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""",54762.98,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"" (АО ""УК ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"")",4704077078.0,470401001.0,,4704077078,,86,Q,81,N,Здравоохранение,Здравоохранение и социальные услуги,Обслуживание зданий и территорий,Административная деятельность
№ 2622802006925000100,108665258,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""",32314.56,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""ЗУБР"" (ООО ""ЧОП ""ЗУБР"")",6230044300.0,623001001.0,,6230044300,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3234700284026000071,108007735,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПРИМОРСКО-АХТАРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ КРАВЧЕНКО Н.Г."" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",64260.0,МУЗЕВИЧ ВЛАДИМИР ЕВГЕНЬЕВИЧ,6125008621.0,,,612500862199,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3321400274826000022,108440541,Исполнение завершено,АДМИНИСТРАЦИЯ КАРАЧЕВСКОГО РАЙОНА,6631.7,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЦЕНОЧНАЯ КОМПАНИЯ ""КОРЭЛ"" (ООО ""ОК"" КОРЭЛ"")",1102074606.0,110201001.0,,1102074606,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2772401520526000251,108462726,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",142800.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАППА БИО"" (ООО ""КАППА БИО"")",9728042034.0,772801001.0,,9728042034,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 1666200097326000010,108953739,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""",899000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗДАТЕЛЬСТВО ЛАНЬ"" (ООО ""ИЗДАТЕЛЬСТВО ЛАНЬ"")",7801068765.0,780101001.0,,7801068765,,85,P,58,J,Образование,Образование,Издательская деятельность,Информация и связь
№ 2772335616025000880,103116134,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""КОЛЛЕДЖ АРХИТЕКТУРЫ, ДИЗАЙНА И РЕИНЖИНИРИНГА № 26""",144000.0,Шеянов Олег Борисович,7733839095.0,,,773383909502,,85,P,IP,IP,Образование,Образование,ИП / Физлицо,ИП / Физлицо
№ 1770405890926000024,108669069,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТЕАТРАЛЬНЫЙ ИНСТИТУТ ИМЕНИ БОРИСА ЩУКИНА ПРИ ГОСУДАРСТВЕННОМ АКАДЕМИЧЕСКОМ ТЕАТРЕ ИМЕНИ ЕВГЕНИЯ ВАХТАНГОВА""",15000.0,РОМАШИНА-ДУБРОВИЦКАЯ ЮЛИАНА БОРИСОВНА,7703716689.0,,,770371668991,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 2052500051526000055,108877316,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",12500.0,ГУСЕЙНОВ АБДУЛАЗИЗ МАГОМЕДОВИЧ,533001228.0,,,053300122825,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3643908803426000014,107760322,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ СПЕЦИАЛИЗИРОВАННОЕ ПОХОРОННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД БАЛАКОВО ""КОМБИНАТ БЛАГОУСТРОЙСТВА""",97800.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТД ТЕХНОПРОМ"" (ООО ""ТД ТЕХНОПРОМ"")",1838017893.0,183801001.0,,1838017893,,41,F,63,J,Строительство зданий,Строительство,Информационные технологии,Информация и связь
№ 2771433860926000880,107367022,Исполнение завершено,"ФИЛИАЛ № 1 ГКУ ""АЗ (КС) ДЗМ""",211503.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРЕГАТ"" (ООО ""ФРЕГАТ"")",6234162791.0,623401001.0,,6234162791,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 1780206583025001267,106521680,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ ЦЕНТР ЭКСТРЕННОЙ И РАДИАЦИОННОЙ МЕДИЦИНЫ ИМЕНИ А.М. НИКИФОРОВА"" МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ",81000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-УПАК"" (ООО ""ВОЛГА-УПАК"")",5257186349.0,525701001.0,,5257186349,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2261801070326000099,108850939,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""ПРЕДГОРНАЯ РАЙОННАЯ БОЛЬНИЦА""",1239100.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМТРАСТ"" (ООО ""ФАРМТРАСТ"")",2635829845.0,263501001.0,,2635829845,,86,Q,21,C,Здравоохранение,Здравоохранение и социальные услуги,Производство лекарств,Обрабатывающие производства
№ 3602712685125000009,105142428,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА ПСКОВА ""СТРОЙТЕХНАДЗОР""",623252.0,ЛЮБЫХ ПАВЕЛ ГЕОРГИЕВИЧ,7704706648.0,,,770470664846,,41,F,IP,IP,Строительство зданий,Строительство,ИП / Физлицо,ИП / Физлицо
№ 3391751613725000003,102448572,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ФИНАНСОВО-МЕТОДИЧЕСКИЙ ЦЕНТР ""ВЕКТОР""",152333.3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМСНАБ"" (ООО ""ПРОМСНАБ"")",3917521874.0,390601001.0,,3917521874,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2180870026025000217,100832037,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ ""ЗАВЬЯЛОВСКАЯ РАЙОННАЯ БОЛЬНИЦА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""",57440.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЭК"" (ООО ""ИНТЭК"")",1840054356.0,184001001.0,,1840054356,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2780444227325000115,103415291,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""",53801.78,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"" (АО ""УК ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"")",4704077078.0,470401001.0,,4704077078,,86,Q,81,N,Здравоохранение,Здравоохранение и социальные услуги,Обслуживание зданий и территорий,Административная деятельность
№ 2471500660026000040,108183327,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ТИХВИНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""",31839.52,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕФЕСТ КАРЕЛИЯ"" (ООО ""ГЕФЕСТ КАРЕЛИЯ"")",1001354766.0,100101001.0,,1001354766,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3234700284026000092,108483435,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПРИМОРСКО-АХТАРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ КРАВЧЕНКО Н.Г."" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",35794.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДТОРГСЕРВИС"" (ООО ""МЕДТОРГСЕРВИС"")",6670503642.0,667001001.0,,6670503642,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2622802006925000127,108509757,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""",14256.0,КОЛЯСКИН АЛЕКСЕЙ ЛЬВОВИЧ,6231065910.0,,,623106591090,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3480800317626000009,108837364,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КОМПЕТЕНЦИЙ В СФЕРЕ БУХГАЛТЕРСКОГО УЧЕТА И МУНИЦИПАЛЬНОГО ЗАКАЗА"" ЗАДОНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЛИПЕЦКОЙ ОБЛАСТИ",1047.1,ПИВОВАРОВ ИВАН НИКОЛАЕВИЧ,3663005290.0,,,366300529071,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2261801070326000118,109009752,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""ПРЕДГОРНАЯ РАЙОННАЯ БОЛЬНИЦА""",93525.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМТРАСТ"" (ООО ""ФАРМТРАСТ"")",2635829845.0,263501001.0,,2635829845,,86,Q,21,C,Здравоохранение,Здравоохранение и социальные услуги,Производство лекарств,Обрабатывающие производства
№ 2052500051526000046,108795550,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",88320.0,ГУСЕЙНОВ АБДУЛАЗИЗ МАГОМЕДОВИЧ,533001228.0,,,053300122825,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3643908803426000015,107972463,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ СПЕЦИАЛИЗИРОВАННОЕ ПОХОРОННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД БАЛАКОВО ""КОМБИНАТ БЛАГОУСТРОЙСТВА""",269900.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТД ТЕХНОПРОМ"" (ООО ""ТД ТЕХНОПРОМ"")",1838017893.0,183801001.0,,1838017893,,41,F,63,J,Строительство зданий,Строительство,Информационные технологии,Информация и связь
№ 2745314866426000088,108460141,Исполнение завершено,УПРАВЛЕНИЕ ДЕЛАМИ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА ЧЕЛЯБИНСКОЙ ОБЛАСТИ,26352.96,АНИЩЕНКО МИХАИЛ ВИКТОРОВИЧ,274029389.0,,,027402938995,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 3234700284026000065,108068380,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПРИМОРСКО-АХТАРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ КРАВЧЕНКО Н.Г."" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",3111900.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА-РИТЕЙЛ"" (ООО ""АЛЬФА-РИТЕЙЛ"")",2312325216.0,231101001.0,,2312325216,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2471500660026000033,107960999,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ТИХВИНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""",30021.0,МАНЖЕЛЕЙ АЛЕКСАНДР МИХАЙЛОВИЧ,7805212722.0,,,780521272229,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 2052500051526000044,108795020,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",129000.0,ГУСЕЙНОВ АБДУЛАЗИЗ МАГОМЕДОВИЧ,533001228.0,,,053300122825,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3471601376025000002,109026140,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ТЕЛЬМАНОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",596589.58,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ЛЕНИНГРАДСКОЙ ОБЛАСТИ"" (ГУП ""ЛЕНОБЛВОДОКАНАЛ"")",4703144282.0,470401001.0,,4703144282,,85,P,36,E,Образование,Образование,Водоснабжение,"Водоснабжение, водоотведение, утилизация отходов"
№ 2780444227325000063,102089820,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""",72199.62,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"" (АО ""УК ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"")",4704077078.0,470401001.0,,4704077078,,86,Q,81,N,Здравоохранение,Здравоохранение и социальные услуги,Обслуживание зданий и территорий,Административная деятельность
