reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email
№ 3362701375926000018,109020665,Исполнение завершено,АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ - ГОРОД РОССОШЬ РОССОШАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ,2300000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВЕРСКАЯ МЕХАНИЧЕСКАЯ КОМПАНИЯ"" (ООО ""ТМК"")",6950169493,695001001,,6950169493,
№ 1771202031325000047,103936167,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОРИГИНАЛЬНЫХ И ПЕРСПЕКТИВНЫХ БИОМЕДИЦИНСКИХ И ФАРМАЦЕВТИЧЕСКИХ ТЕХНОЛОГИЙ""",1651132.69,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОТЕХ"" (ООО ""БИОТЕХ"")",7743139774,774301001,,7743139774,
№ 3142100174926000004,107942179,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ОЛЕКМИНСКОГО РАЙОНА"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)",200000.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САХАНЕФТЕГАЗСБЫТ"" (АО ""САХАНЕФТЕГАЗСБЫТ"")КПП крупнейшегоналогоплательщика:",1435115270,143501001,,1435115270,
№ 2645001406826000108,109018903,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САРАТОВСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН""",47104.5,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙДИФАРМ"" (ООО ""АЙДИФАРМ"")",5047275592,504701001,,5047275592,
№ 1614100423126000027,108706463,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 15 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РОСТОВСКОЙ ОБЛАСТИ""",7105.98,САФАРОВ САРХАН ФИЗУЛИЕВИЧ,3454030273,,,345403027329,
№ 2057201533225000065,101486394,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",759990.0,МУХТАРОВ ШАМИЛЬ ГАШИМОВИЧ,0562002199,,,056200219949,
№ 2860100188525000063,105932126,Исполнение завершено,ДЕПАРТАМЕНТ НЕДРОПОЛЬЗОВАНИЯ И ПРИРОДНЫХ РЕСУРСОВ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ,597000.0,Наумова Ольга Владимировна,8602292276,,,860229227629,
№ 2781430902326000002,106695306,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ХОСПИС  №1""",536770.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БСС"" (ООО ""БСС"")",7810687137,781401001,,7810687137,
№ 2382500465025000008,106119600,Исполнение завершено,"МЕЖРАЙОННОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА СОЦИАЛЬНОГО РАЗВИТИЯ, ОПЕКИ И ПОПЕЧИТЕЛЬСТВА ИРКУТСКОЙ ОБЛАСТИ № 3",72333.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНЦЛИДЕР"" (ООО ""КАНЦЛИДЕР"")",3808084790,502401001,,3808084790,
№ 2662800445626000013,108864706,Исполнение завершено,ТЕРРИТОРИАЛЬНЫЙ ОТРАСЛЕВОЙ ИСПОЛНИТЕЛЬНЫЙ ОРГАН ГОСУДАРСТВЕННОЙ ВЛАСТИ СВЕРДЛОВСКОЙ ОБЛАСТИ - УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ПОЛИТИКИ МИНИСТЕРСТВА СОЦИАЛЬНОЙ ПОЛИТИКИ СВЕРДЛОВСКОЙ ОБЛАСТИ № 2,53460.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАРГУС"" (ООО ""ВАРГУС"")",6677016895,667701001,,6677016895,
№ 3165102804725000027,105858496,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА №29"" НИЖНЕКАМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН",8196.24,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИТМ-ЗАЩИТА"" (ООО ""РИТМ-ЗАЩИТА"")",1651037355,165101001,,1651037355,
№ 2301601920326000031,108333744,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АСТРАХАНСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №2 ИМЕНИ БРАТЬЕВ ГУБИНЫХ""",22766.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПТЕЧНЫЙ СКЛАД"" (ООО ""АПТЕЧНЫЙ СКЛАД"")",3025027070,302501001,,3025027070,
№ 2860100188525000059,105785087,Исполнение завершено,ДЕПАРТАМЕНТ НЕДРОПОЛЬЗОВАНИЯ И ПРИРОДНЫХ РЕСУРСОВ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ,1000000.0,Наумова Ольга Владимировна,8602292276,,,860229227629,
№ 1773301215125000057,100755233,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",1533602.96,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИГАРД"" (ООО «МЕДИГАРД»)",9728094160,772801001,,9728094160,
№ 2420202203625000075,107618362,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""",118608.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОДМАСТЕР"" (ООО ""ПРОДМАСТЕР"")",4230033142,420501001,,4230033142,
№ 2481400081826000030,108400495,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАНОВЛЯНСКАЯ  РАЙОННАЯ БОЛЬНИЦА""",7440.0,СТЕПАНЕНКОВА ЛИНДА ДМИТРИЕВНА,4823046719,,,482304671990,
№ 3243700238725000003,107846517,Исполнение завершено,АДМИНИСТРАЦИЯ ВОРОГОВСКОГО СЕЛЬСОВЕТА ТУРУХАНСКОГО РАЙОНА КРАСНОЯРСКОГО КРАЯ,2249179.41,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРУХАНСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (ООО ""ТУРУХАНСКЭНЕРГОКОМ"")",2437005236,243701001,,2437005236,
№ 1773411103525001088,106599264,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""КУРЧАТОВСКИЙ ИНСТИТУТ""",8287938.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМПАНИЯ ТРАНСТЕЛЕКОМ"" (АО ""КОМПАНИЯ ТРАНСТЕЛЕКОМ"")КПП крупнейшегоналогоплательщика:",7709219099,773101001,,7709219099,
№ 1150102301826000040,108827567,Исполнение завершено,УПРАВЛЕНИЕ СУДЕБНОГО ДЕПАРТАМЕНТА В РЕСПУБЛИКЕ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ,15190.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРО-ТОРГ"" (ООО ""ПЕРО-ТОРГ"")",1513047849,151301001,,1513047849,
№ 1614100423126000016,108192108,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 15 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РОСТОВСКОЙ ОБЛАСТИ""",6813.1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСС"" (ООО ""МАСС"")",3435138680,343501001,,3435138680,
№ 2027402630726000040,108818521,Исполнение завершено,ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН,7456.34,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС"" (ООО ""АЛЬЯНС"")",0278915628,027301001,,0278915628,
№ 2780228121426000014,108441401,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА № 482 ИМЕНИ В.П. ВОЛОГДИНА ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,67468.0,КОСТЕНКО ЕКАТЕРИНА АЛЕКСАНДРОВНА,3435289009,,,343528900947,
№ 2022100093026000079,108973907,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ЕРМЕКЕЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА,43110.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЦЕНТР ""МЕДТЕХЛАБ"" (ООО ЦЕНТР ""МЕДТЕХЛАБ"")",0274121134,027801001,,0274121134,
№ 2057201533225000086,100882286,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",1550000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЬБРУС-ТУР ПАНСИОНАТ ""ЭЛЬБРУС"" (ООО ""ЭЛЬБРУС-ТУР ПАНСИОНАТ ""ЭЛЬБРУС"")",0710056248,071001001,,0710056248,
№ 3230103657225000007,109178982,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 3 ""ЗВЕЗДОЧКА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД-КУРОРТ АНАПА",9607323.85,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМБИНАТ ПИТАНИЯ ""КК"" (ООО ""КОМБИНАТ ПИТАНИЯ ""КК"")",2308269022,230801001,,2308269022,
№ 2020700099125000202,104044877,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН БАКАЛИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА,272061.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДМИТРИЕВСКАЯ УСАДЬБА"" (ООО ""ДМИТРИЕВСКАЯ УСАДЬБА"")",0245961474,024501001,,0245961474,
№ 3636706078126000028,108905759,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЭКСПЛУАТАЦИИ ЗДАНИЙ И ТРАНСПОРТНОГО ОБЕСПЕЧЕНИЯ"" МУНИЦИПАЛЬНОГО РАЙОНА ВОЛЖСКИЙ САМАРСКОЙ ОБЛАСТИ",6100.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОФИС24"" (ООО ""ОФИС24"")",6319185131,631901001,,6319185131,
№ 2860100188525000062,105931575,Исполнение завершено,ДЕПАРТАМЕНТ НЕДРОПОЛЬЗОВАНИЯ И ПРИРОДНЫХ РЕСУРСОВ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ,396500.0,КОВАЛЬ РОМАН ВЛАДИМИРОВИЧ,8601027807,,,860102780783,
№ 2481400081826000032,108411940,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАНОВЛЯНСКАЯ  РАЙОННАЯ БОЛЬНИЦА""",6048.0,СТЕПАНЕНКОВА ЛИНДА ДМИТРИЕВНА,4823046719,,,482304671990,
№ 3243700238725000004,107846743,Исполнение завершено,АДМИНИСТРАЦИЯ ВОРОГОВСКОГО СЕЛЬСОВЕТА ТУРУХАНСКОГО РАЙОНА КРАСНОЯРСКОГО КРАЯ,241799.92,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРУХАНСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (ООО ""ТУРУХАНСКЭНЕРГОКОМ"")",2437005236,243701001,,2437005236,
№ 2771609955425000721,103906037,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ МНОГОПРОФИЛЬНЫЙ КЛИНИЧЕСКИЙ ЦЕНТР ""КОММУНАРКА"" ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",1155372.3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРДИОМЕД"" (ООО ""КАРДИОМЕД"")",7725570829,772901001,,7725570829,
№ 2780407068126000012,106390661,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ АГЕНТСТВО КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""",293800.0,ЛИСИНА ЖАННА АРКАДЬЕВНА,7817103197,,,781710319788,
№ 2463002376626000041,107977136,Исполнение завершено,"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ  ""КУРСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3""",43000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАТЕКС"" (ООО ""МАТЕКС"")",4631013496,463201001,,4631013496,
№ 2110800778025000103,102048935,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КОМИ ""СОСНОГОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",352282.0,СВЕЖИНКИНА ТАТЬЯНА АЛЕКСАНДРОВНА,1661028540,,,166102854035,
№ 2057201533225000118,100969103,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",434700.0,МУХТАРОВ ШАМИЛЬ ГАШИМОВИЧ,0562002199,,,056200219949,
№ 2781329364526000020,109146846,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НЕТИПОВОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКАДЕМИЯ ТЕХНИЧЕСКОГО ТВОРЧЕСТВА И ЦИФРОВЫХ ТЕХНОЛОГИЙ"" САНКТ-ПЕТЕРБУРГА",43183.17,Богаткина Варвара Андреевна,7806271824,,,780627182494,
№ 2645001406826000092,108822580,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САРАТОВСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН""",35000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМАЛАЙФ"" (ООО ""ФАРМАЛАЙФ"")",5903134283,590301001,,5903134283,
№ 1373100030826000056,108747857,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИВАНОВСКИЙ ГОСУДАРСТВЕННЫЙ ЭНЕРГЕТИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ В.И. ЛЕНИНА""",297900.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИПОГРАФИЯ ПЕЧАТНИК САВВА"" (ООО ""ТИПОГРАФИЯ ПЕЧАТНИК САВВА"")",3525398411,352501001,,3525398411,
№ 2860100188525000054,105531596,Исполнение завершено,ДЕПАРТАМЕНТ НЕДРОПОЛЬЗОВАНИЯ И ПРИРОДНЫХ РЕСУРСОВ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ,440000.0,ВАРФОЛОМЕЕВ АЛЕКСАНДР ЕВГЕНЬЕВИЧ,8615038663,,,861503866373,
№ 2040000006925000082,102957969,Исполнение завершено,"КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АЛТАЙ ""РЕСПУБЛИКАНСКОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ОБЩЕГО ПОЛЬЗОВАНИЯ ""ГОРНО-АЛТАЙАВТОДОР""",9537.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАБЭСТ"" (ООО ""ВАБЭСТ"")",0411149350,041101001,,0411149350,
№ 3243700238725000001,107805168,Исполнение завершено,АДМИНИСТРАЦИЯ ВОРОГОВСКОГО СЕЛЬСОВЕТА ТУРУХАНСКОГО РАЙОНА КРАСНОЯРСКОГО КРАЯ,1723044.18,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРУХАНСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (ООО ""ТУРУХАНСКЭНЕРГОКОМ"")",2437005236,243701001,,2437005236,
№ 2781333749026000027,108300269,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛИЗОВАННАЯ БИБЛИОТЕЧНАЯ СИСТЕМА ПЕТРОГРАДСКОГО РАЙОНА""",8678.02,КУРАКИН АРТЁМ АЛЕКСЕЕВИЧ,4023131125,,,402313112564,
№ 2057201533225000113,100936135,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ СБОРНЫХ КОМАНД""",562590.0,МУХТАРОВ ШАМИЛЬ ГАШИМОВИЧ,0562002199,,,056200219949,
№ 3235604388226000005,108483084,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УПРАВЛЕНИЯ ОБРАЗОВАНИЕМ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ  УСТЬ-ЛАБИНСКИЙ РАЙОН""",923397.52,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙДЕКО СОФТВЕР"" (ООО ""АЙДЕКО СОФТВЕР"")",6670099902,667001001,,6670099902,
№ 1614100423126000006,107390337,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 15 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РОСТОВСКОЙ ОБЛАСТИ""",128020.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСС"" (ООО ""МАСС"")",3435138680,343501001,,3435138680,
№ 2672503334026000058,108760587,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЕЛЬНИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",7798.5,ГУЛЬНИДЕЕВ ВЛАДИМИР ВИКТОРОВИЧ,6729006817,,,672900681759,
№ 2481400081826000034,108503177,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАНОВЛЯНСКАЯ  РАЙОННАЯ БОЛЬНИЦА""",923.99,СТЕПАНЕНКОВА ЛИНДА ДМИТРИЕВНА,4823046719,,,482304671990,
№ 2781479211824000009,109208687,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 39 ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,213181.81,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА"" (ГУП ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА"")",7830000426,784201001,,7830000426,
№ 2027402630726000046,109035921,Исполнение завершено,ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН,427671.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИР-СОФТ"" (ООО ""АИР-СОФТ"")",0278082704,027801001,,0278082704,
№ 2022500187826000052,108310768,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ВЕРХНЕЯРКЕЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА,7236.0,НАСХУТДИНОВ МАРАТ ТАЛГАТОВИЧ,0264054455,,,026405445562,
№ 1773301215125000073,100756821,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",744192.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИГАРД"" (ООО «МЕДИГАРД»)",9728094160,772801001,,9728094160,
№ 2860100188525000055,105592393,Исполнение завершено,ДЕПАРТАМЕНТ НЕДРОПОЛЬЗОВАНИЯ И ПРИРОДНЫХ РЕСУРСОВ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ,995000.0,Наумова Ольга Владимировна,8602292276,,,860229227629,
№ 1771202031325000101,101888749,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОРИГИНАЛЬНЫХ И ПЕРСПЕКТИВНЫХ БИОМЕДИЦИНСКИХ И ФАРМАЦЕВТИЧЕСКИХ ТЕХНОЛОГИЙ""",877788.82,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯГА ТЕХНОЛОДЖИ"" (ООО ""ЯГА ТЕХНОЛОДЖИ"")",5038088564,771701001,,5038088564,
